sleeper_id,name,position,nfl_team,age,fc_offense_rank,dhq_offense_rank,overall_rank_delta,fc_position_rank,dhq_position_rank,position_rank_delta,fc_value,dhq_value,value_delta,value_delta_pct,fc_trend_30d,dhq_source,ppg,starter_seasons,league_starter_pool,replacement_line_ppg,age_curve_phase,fc_weight
4017,Deshaun Watson,QB,CLE,30.6,171,236,65,36,41,5,1402,778,-624,-44.5,174,DHQ_FC_BLEND,1.945,0,,,,25
12469,Dylan Sampson,RB,CLE,21.6,172,193,21,47,52,5,1393,1080,-313,-22.5,105,DHQ_FC_BLEND,2.7,0,,,,25
13305,Mike Washington,RB,LV,22.8,173,129,-44,48,35,-13,1391,1562,171,12.3,-542,FC_ROOKIE,3.905,0,,,,25
6803,Brandon Aiyuk,WR,SF,28.1,174,152,-22,68,62,-6,1384,1345,-39,-2.8,-163,DHQ_FC_BLEND,3.3625,0,,,,25
5022,Dallas Goedert,TE,PHI,31.3,175,168,-7,23,24,1,1384,1216,-168,-12.1,-122,DHQ_FC_BLEND,3.04,0,,,,25
13402,Skyler Bell,WR,BUF,23.8,176,262,86,69,104,35,1377,557,-820,-59.5,168,FC_ROOKIE,1.3925,0,,,,25
13278,Max Klare,TE,LAR,22.8,177,179,2,24,26,2,1377,1162,-215,-15.6,-37,FC_ROOKIE,2.905,0,,,,25
13317,Ted Hurst,WR,TB,21.8,178,203,25,70,80,10,1362,1013,-349,-25.6,78,FC_ROOKIE,2.5325,0,,,,25
11655,Tyrone Tracy,RB,NYG,26.4,179,222,43,49,64,15,1354,894,-460,-34,293,DHQ_FC_BLEND,2.235,0,,,,25
8408,Jordan Mason,RB,MIN,27,180,176,-4,50,48,-2,1351,1189,-162,-12,58,DHQ_FC_BLEND,2.9725,0,,,,25
12509,Tre' Harris,WR,LAC,24.2,181,158,-23,71,64,-7,1337,1288,-49,-3.7,-211,DHQ_FC_BLEND,3.22,0,,,,25
8676,Rashid Shaheed,WR,SEA,27.7,182,185,3,72,73,1,1322,1133,-189,-14.3,-9,DHQ_FC_BLEND,2.8325,0,,,,25
13293,Ja'Kobi Lane,WR,BAL,22,183,166,-17,73,67,-6,1315,1229,-86,-6.5,-158,FC_ROOKIE,3.0725,0,,,,25
8205,Isiah Pacheco,RB,DET,27.2,184,191,7,51,51,0,1306,1095,-211,-16.2,1,DHQ_FC_BLEND,2.7375,0,,,,25
7591,Justin Fields,QB,KC,27.2,185,175,-10,37,35,-2,1301,1195,-106,-8.1,-90,DHQ_FC_BLEND,2.9875,0,,,,25
10219,Chris Rodriguez,RB,JAX,26.6,186,186,0,52,50,-2,1300,1130,-170,-13.1,6,DHQ_FC_BLEND,2.825,0,,,,25
6783,Jerry Jeudy,WR,CLE,27,187,182,-5,74,72,-2,1292,1135,-157,-12.2,12,DHQ_FC_BLEND,2.8375,0,,,,25
8154,Brian Robinson,RB,ATL,27.1,188,195,7,53,54,1,1289,1058,-231,-17.9,-26,DHQ_FC_BLEND,2.645,0,,,,25
7049,Jauan Jennings,WR,,28.8,189,197,8,75,78,3,1286,1052,-234,-18.2,99,DHQ_FC_BLEND,2.63,0,,,,25
12504,Kaleb Johnson,RB,PIT,22.7,190,194,4,54,53,-1,1282,1078,-204,-15.9,4,DHQ_FC_BLEND,2.695,0,,,,25
11576,Braelon Allen,RB,NYJ,22.3,191,196,5,55,55,0,1279,1055,-224,-17.5,-6,DHQ_FC_BLEND,2.6375,0,,,,25
13289,Drew Allar,QB,PIT,22.2,192,233,41,38,40,2,1254,814,-440,-35.1,243,FC_ROOKIE,2.035,0,,,,25
1166,Kirk Cousins,QB,LV,37.7,193,272,79,39,47,8,1236,496,-740,-59.9,68,DHQ_FC_BLEND,1.24,0,,,,25
9508,Tyjae Spears,RB,TEN,24.9,194,212,18,56,61,5,1235,956,-279,-22.6,226,DHQ_FC_BLEND,2.39,0,,,,25
11637,Keon Coleman,WR,BUF,23,195,187,-8,76,74,-2,1222,1130,-92,-7.5,-76,DHQ_FC_BLEND,2.825,0,,,,25
9511,Keaton Mitchell,RB,LAC,24.3,196,202,6,57,58,1,1214,1025,-189,-15.6,27,DHQ_FC_BLEND,2.5625,0,,,,25
4035,Alvin Kamara,RB,NO,30.8,197,225,28,58,65,7,1197,885,-312,-26.1,94,DHQ_FC_BLEND,2.2125,0,,,,25
7527,Mac Jones,QB,SF,27.7,198,188,-10,40,38,-2,1193,1116,-77,-6.5,-35,DHQ_FC_BLEND,2.79,0,,,,25
4199,Aaron Jones,RB,MIN,31.4,199,206,7,59,59,0,1188,977,-211,-17.8,50,DHQ_FC_BLEND,2.4425,0,,,,25
12535,Isaac TeSlaa,WR,DET,24.2,200,190,-10,77,76,-1,1186,1114,-72,-6.1,-20,DHQ_FC_BLEND,2.785,0,,,,25
7002,Juwan Johnson,TE,NO,29.6,201,198,-3,25,27,2,1180,1048,-132,-11.2,-115,DHQ_FC_BLEND,2.62,0,,,,25
12483,Jack Bech,WR,LV,23.4,202,231,29,78,94,16,1171,834,-337,-28.8,206,DHQ_FC_BLEND,2.085,0,,,,25
11589,Trey Benson,RB,ARI,23.8,203,171,-32,60,44,-16,1167,1215,48,4.1,-268,DHQ_FC_BLEND,3.0375,0,,,,25
8180,Jalen Nailor,WR,LV,27.2,204,226,22,79,93,14,1152,882,-270,-23.4,45,DHQ_FC_BLEND,2.205,0,,,,25
13347,Demond Claiborne,RB,MIN,22.6,205,173,-32,61,46,-15,1140,1198,58,5.1,-263,FC_ROOKIE,2.995,0,,,,25
11610,Malik Washington,WR,MIA,25.3,206,220,14,80,89,9,1140,926,-214,-18.8,82,DHQ_FC_BLEND,2.315,0,,,,25
12497,Tory Horton,WR,SEA,23.4,207,205,-2,81,82,1,1138,980,-158,-13.9,100,DHQ_FC_BLEND,2.45,0,,,,25
3321,Tyreek Hill,WR,,32.2,208,170,-38,82,68,-14,1132,1215,83,7.3,-186,DHQ_FC_BLEND,3.0375,0,,,,25
9504,Kayshon Boutte,WR,NE,24,209,210,1,83,85,2,1128,971,-157,-13.9,28,DHQ_FC_BLEND,2.4275,0,,,,25
11627,Troy Franklin,WR,DEN,23.2,210,189,-21,84,75,-9,1127,1116,-11,-1,-19,DHQ_FC_BLEND,2.79,0,,,,25
10213,Tre Tucker,WR,LV,25.2,211,240,29,85,96,11,1080,709,-371,-34.4,182,DHQ_FC_BLEND,1.7725,0,,,,25
11625,Adonai Mitchell,WR,NYJ,23.6,212,192,-20,86,77,-9,1077,1085,8,0.7,-160,DHQ_FC_BLEND,2.7125,0,,,,25
12492,Pat Bryant,WR,DEN,23.4,213,180,-33,87,70,-17,1072,1158,86,8,-223,DHQ_FC_BLEND,2.895,0,,,,25
3214,Hunter Henry,TE,NE,31.4,214,238,24,26,36,10,1071,761,-310,-28.9,63,DHQ_FC_BLEND,1.9025,0,,,,25
9502,Tank Dell,WR,HOU,26.5,215,209,-6,88,84,-4,1069,974,-95,-8.9,-86,DHQ_FC_BLEND,2.435,0,,,,25
8698,Jake Tonges,TE,SF,26.8,216,230,14,27,32,5,1068,861,-207,-19.4,129,DHQ_FC_BLEND,2.1525,0,,,,25
13302,Adam Randall,RB,BAL,21.8,217,201,-16,62,57,-5,1063,1028,-35,-3.3,-217,FC_ROOKIE,2.57,0,,,,25
13319,Oscar Delp,TE,NO,22.8,218,237,19,28,35,7,1062,777,-285,-26.8,98,FC_ROOKIE,1.9425,0,,,,25
8111,Cade Otton,TE,TB,27.1,219,228,9,29,30,1,1052,865,-187,-17.8,-104,DHQ_FC_BLEND,2.1625,0,,,,25
9225,Tank Bigsby,RB,PHI,23.7,220,216,-4,63,63,0,1048,947,-101,-9.6,-30,DHQ_FC_BLEND,2.3675,0,,,,25
12487,Terrance Ferguson,TE,LAR,23.2,221,169,-52,30,25,-5,1043,1216,173,16.6,-413,DHQ_FC_BLEND,3.04,0,,,,25
4033,David Njoku,TE,,29.8,222,218,-4,31,29,-2,1033,938,-95,-9.2,17,DHQ_FC_BLEND,2.345,0,,,,25
12536,Jaylin Noel,WR,HOU,23.7,224,219,-5,89,88,-1,1019,937,-82,-8,-23,DHQ_FC_BLEND,2.3425,0,,,,25
5001,Dalton Schultz,TE,HOU,29.8,225,229,4,32,31,-1,992,864,-128,-12.9,23,DHQ_FC_BLEND,2.16,0,,,,25
12540,Chimere Dike,WR,TEN,24.4,226,199,-27,90,79,-11,972,1031,59,6.1,-182,DHQ_FC_BLEND,2.5775,0,,,,25
12498,Mason Taylor,TE,NYJ,22,227,154,-73,33,20,-13,964,1326,362,37.6,-610,DHQ_FC_BLEND,3.315,0,,,,25
13303,Cade Klubnik,QB,NYJ,22.6,228,266,38,41,46,5,941,536,-405,-43,185,FC_ROOKIE,1.34,0,,,,25
7600,Pat Freiermuth,TE,PIT,27.5,230,235,5,35,34,-1,935,784,-151,-16.1,130,DHQ_FC_BLEND,1.96,0,,,,25
9229,Anthony Richardson,QB,IND,24,231,183,-48,42,36,-6,923,1135,212,23,-371,DHQ_FC_BLEND,2.8375,0,,,,25
11435,Emanuel Wilson,RB,SEA,27,232,200,-32,65,56,-9,904,1030,126,13.9,-261,DHQ_FC_BLEND,2.575,0,,,,25
96,Aaron Rodgers,QB,,42.4,233,254,21,43,43,0,899,609,-290,-32.3,14,DHQ_FC_BLEND,1.5225,0,,,,25
12547,Kyle Williams,WR,NE,23.5,234,207,-27,91,83,-8,887,977,90,10.1,-228,DHQ_FC_BLEND,2.4425,0,,,,25
11647,Kimani Vidal,RB,LAC,24.7,235,248,13,66,70,4,885,668,-217,-24.5,145,DHQ_FC_BLEND,1.67,0,,,,25
9486,Dontayvion Wicks,WR,PHI,24.9,236,313,77,92,121,29,881,275,-606,-68.8,460,DHQ_FC_BLEND,0.6875,0,,,,25
12457,Jaydon Blue,RB,DAL,22.3,237,255,18,67,72,5,880,601,-279,-31.7,183,DHQ_FC_BLEND,1.5025,0,,,,25
13380,Brenen Thompson,WR,LAC,22.8,238,204,-34,93,81,-12,874,999,125,14.3,-348,FC_ROOKIE,2.4975,0,,,,25
12499,Elic Ayomanor,WR,TEN,22.9,239,223,-16,94,91,-3,873,892,19,2.2,-97,DHQ_FC_BLEND,2.23,0,,,,25
13400,Justin Joly,TE,DEN,21.8,240,300,60,36,48,12,859,337,-522,-60.8,162,FC_ROOKIE,0.8425,0,,,,25
13404,Garrett Nussmeier,QB,KC,24.2,241,290,49,44,53,9,842,370,-472,-56.1,-111,FC_ROOKIE,0.925,0,,,,25
2449,Stefon Diggs,WR,,32.4,242,239,-3,95,95,0,835,750,-85,-10.2,-103,DHQ_FC_BLEND,1.875,0,,,,25
11597,Theo Johnson,TE,NYG,25.2,243,232,-11,37,33,-4,821,822,1,0.1,-20,DHQ_FC_BLEND,2.055,0,,,,25
12521,Elijah Arroyo,TE,SEA,23.1,244,245,1,38,38,0,796,678,-118,-14.8,-6,DHQ_FC_BLEND,1.695,0,,,,25
13338,Kevin Coleman,WR,MIA,22.6,245,274,29,96,107,11,787,482,-305,-38.8,94,FC_ROOKIE,1.205,0,,,,25
4137,James Conner,RB,ARI,31,246,208,-38,68,60,-8,771,974,203,26.3,-352,DHQ_FC_BLEND,2.435,0,,,,25
11643,Jaylen Wright,RB,MIA,23.1,247,273,26,69,78,9,769,493,-276,-35.9,125,DHQ_FC_BLEND,1.2325,0,,,,25
4981,Calvin Ridley,WR,TEN,31.4,249,253,4,97,102,5,760,617,-143,-18.8,51,DHQ_FC_BLEND,1.5425,0,,,,25
12511,Will Howard,QB,PIT,24.6,250,277,27,45,49,4,751,476,-275,-36.6,71,DHQ_FC_BLEND,1.19,0,,,,25
12495,Ollie Gordon,RB,MIA,22.3,251,243,-8,71,68,-3,747,683,-64,-8.6,-94,DHQ_FC_BLEND,1.7075,0,,,,25
13401,Michael Trigg,TE,DAL,,252,294,42,39,46,7,744,358,-386,-51.9,-169,FC_ROOKIE,0.895,0,,,,25
12467,Jordan James,RB,SF,22.1,253,250,-3,72,71,-1,740,640,-100,-13.5,-101,DHQ_FC_BLEND,1.6,0,,,,25
11626,Xavier Legette,WR,CAR,25.3,255,281,26,99,109,10,721,420,-301,-41.7,237,DHQ_FC_BLEND,1.05,0,,,,25
13306,Taylen Green,QB,CLE,23.5,256,211,-45,46,39,-7,720,968,248,34.4,-453,FC_ROOKIE,2.42,0,,,,25
12510,Jalen Milroe,QB,SEA,23.4,257,251,-6,47,42,-5,663,623,-40,-6,1,DHQ_FC_BLEND,1.5575,0,,,,25
9482,Michael Mayer,TE,LV,24.8,258,258,0,40,39,-1,661,578,-83,-12.6,32,DHQ_FC_BLEND,1.445,0,,,,25
12476,Devin Neal,RB,NO,22.7,259,257,-2,73,73,0,658,589,-69,-10.5,103,DHQ_FC_BLEND,1.4725,0,,,,25
7090,Darnell Mooney,WR,NYG,28.5,261,249,-12,101,100,-1,654,660,6,0.9,-108,DHQ_FC_BLEND,1.65,0,,,,25
12541,Dont'e Thornton,WR,LV,23.4,262,265,3,102,105,3,635,536,-99,-15.6,79,DHQ_FC_BLEND,1.34,0,,,,25
5872,Deebo Samuel,WR,,30.3,263,221,-42,103,90,-13,634,915,281,44.3,-519,DHQ_FC_BLEND,2.2875,0,,,,25
12471,DJ Giddens,RB,IND,22.7,264,269,5,74,77,3,620,524,-96,-15.5,-52,DHQ_FC_BLEND,1.31,0,,,,25
12485,Tez Johnson,WR,TB,24,265,247,-18,104,99,-5,610,671,61,10,-60,DHQ_FC_BLEND,1.6775,0,,,,25
12503,Isaiah Bond,WR,CLE,22.1,266,242,-24,105,97,-8,565,688,123,21.8,-75,DHQ_FC_BLEND,1.72,0,,,,25
11581,MarShawn Lloyd,RB,GB,25.3,267,321,54,75,90,15,562,238,-324,-57.7,291,DHQ_FC_BLEND,0.595,0,,,,25
6865,Colby Parkinson,TE,LAR,27.3,268,263,-5,41,40,-1,554,546,-8,-1.4,-84,DHQ_FC_BLEND,1.365,0,,,,25
11575,Ray Davis,RB,BUF,26.5,269,292,23,76,83,7,552,360,-192,-34.8,140,DHQ_FC_BLEND,0.9,0,,,,25
13300,Le'Veon Moss,RB,MIA,,270,213,-57,77,62,-15,547,954,407,74.4,-667,FC_ROOKIE,2.385,0,,,,25
13333,Deion Burks,WR,IND,23.3,271,215,-56,106,86,-20,540,948,408,75.6,-629,FC_ROOKIE,2.37,0,,,,25
4039,Cooper Kupp,WR,SEA,32.9,272,303,31,107,116,9,534,320,-214,-40.1,25,DHQ_FC_BLEND,0.8,0,,,,25
11600,Ja'Tavion Sanders,TE,CAR,23.1,273,288,15,42,43,1,533,374,-159,-29.8,73,DHQ_FC_BLEND,0.935,0,,,,25
8172,Greg Dulcich,TE,MIA,26.1,274,318,44,43,51,8,523,253,-270,-51.6,270,DHQ_FC_BLEND,0.6325,0,,,,25
12544,LeQuint Allen,RB,JAX,21.7,275,284,9,78,81,3,520,404,-116,-22.3,100,DHQ_FC_BLEND,1.01,0,,,,25
4066,Evan Engram,TE,DEN,31.7,276,268,-8,44,41,-3,520,524,4,0.8,-89,DHQ_FC_BLEND,1.31,0,,,,25
9506,Sean Tucker,RB,TB,24.5,277,244,-33,79,69,-10,499,680,181,36.3,-208,DHQ_FC_BLEND,1.7,0,,,,25
13270,CJ Daniels,WR,LAR,24.3,278,224,-54,108,92,-16,486,888,402,82.7,-575,FC_ROOKIE,2.22,0,,,,25
4950,Christian Kirk,WR,SF,29.5,279,279,0,109,108,-1,485,456,-29,-6,-69,DHQ_FC_BLEND,1.14,0,,,,25
9494,Marvin Mims,WR,DEN,24.1,280,282,2,110,110,0,484,418,-66,-13.6,32,DHQ_FC_BLEND,1.045,0,,,,25
13282,Jack Endries,TE,CIN,22.1,281,214,-67,45,28,-17,466,949,483,103.6,-682,FC_ROOKIE,2.3725,0,,,,25
6826,Cole Kmet,TE,CHI,27.2,282,289,7,46,44,-2,457,372,-85,-18.6,49,DHQ_FC_BLEND,0.93,0,,,,25
12470,Riley Leonard,QB,IND,23.6,283,278,-5,48,50,2,456,471,15,3.3,30,DHQ_FC_BLEND,1.1775,0,,,,25
13348,J'Mari Taylor,RB,JAX,,285,227,-58,80,66,-14,451,873,422,93.6,-648,FC_ROOKIE,2.1825,0,,,,25
12500,Quinn Ewers,QB,MIA,23.1,287,283,-4,49,51,2,406,414,8,2,34,DHQ_FC_BLEND,1.035,0,,,,25
12543,Tahj Brooks,RB,CIN,24,288,331,43,82,95,13,406,207,-199,-49,114,DHQ_FC_BLEND,0.5175,0,,,,25
13403,Jam Miller,RB,NE,,289,315,26,83,89,6,404,271,-133,-32.9,-271,FC_ROOKIE,0.6775,0,,,,25
8117,Jalen Tolbert,WR,MIA,27.2,290,311,21,112,120,8,396,286,-110,-27.8,41,DHQ_FC_BLEND,0.715,0,,,,25
7528,Najee Harris,RB,,28.2,291,259,-32,84,74,-10,395,571,176,44.6,-321,DHQ_FC_BLEND,1.4275,0,,,,25
19,Joe Flacco,QB,CIN,41.3,292,275,-17,50,48,-2,393,478,85,21.6,-52,DHQ_FC_BLEND,1.195,0,,,,25
4018,Joe Mixon,RB,,29.8,293,280,-13,85,80,-5,392,442,50,12.8,-144,DHQ_FC_BLEND,1.105,0,,,,25
5848,Marquise Brown,WR,PHI,28.9,294,304,10,113,117,4,392,319,-73,-18.6,63,DHQ_FC_BLEND,0.7975,0,,,,25
12455,Brashard Smith,RB,KC,23.1,296,260,-36,86,75,-11,388,570,182,46.9,-194,DHQ_FC_BLEND,1.425,0,,,,25
12531,Trevor Etienne,RB,CAR,21.8,297,298,1,87,84,-3,373,344,-29,-7.8,63,DHQ_FC_BLEND,0.86,0,,,,25
2307,Marcus Mariota,QB,WAS,32.5,299,286,-13,51,52,1,353,391,38,10.8,-74,DHQ_FC_BLEND,0.9775,0,,,,25
7571,Rashod Bateman,WR,BAL,26.4,300,306,6,114,119,5,352,309,-43,-12.2,26,DHQ_FC_BLEND,0.7725,0,,,,25
11557,Joe Milton,QB,DAL,26.2,301,301,0,52,54,2,349,325,-24,-6.9,62,DHQ_FC_BLEND,0.8125,0,,,,25
4993,Mike Gesicki,TE,CIN,30.6,302,329,27,49,52,3,346,212,-134,-38.7,94,DHQ_FC_BLEND,0.53,0,,,,25
10444,Cedric Tillman,WR,CLE,26,303,296,-7,115,114,-1,336,351,15,4.5,-3,DHQ_FC_BLEND,0.8775,0,,,,25
13307,Marlin Klein,TE,HOU,23.6,304,241,-63,50,37,-13,333,709,376,112.9,-508,FC_ROOKIE,1.7725,0,,,,25
12505,Jalen Royals,WR,KC,23.2,305,326,21,116,127,11,331,226,-105,-31.7,52,DHQ_FC_BLEND,0.565,0,,,,25
11783,Ryan Flournoy,WR,DAL,26.5,306,316,10,117,122,5,330,265,-65,-19.7,-43,DHQ_FC_BLEND,0.6625,0,,,,25
6011,Gardner Minshew,QB,ARI,30,307,307,0,53,55,2,316,307,-9,-2.8,29,DHQ_FC_BLEND,0.7675,0,,,,25
13335,Cole Payton,QB,PHI,23.5,308,264,-44,54,45,-9,306,539,233,76.1,-368,FC_ROOKIE,1.3475,0,,,,25
11562,Spencer Rattler,QB,NO,25.6,309,344,35,55,57,2,298,147,-151,-50.7,83,DHQ_FC_BLEND,0.3675,0,,,,25
8125,Calvin Austin,WR,NYG,27.1,310,325,15,118,126,8,293,230,-63,-21.5,123,DHQ_FC_BLEND,0.575,0,,,,25
11596,Ben Sinnott,TE,WAS,23.9,311,291,-20,51,45,-6,291,368,77,26.5,-39,DHQ_FC_BLEND,0.92,0,,,,25
2306,Jameis Winston,QB,NYG,32.3,312,320,8,56,56,0,285,243,-42,-14.7,15,DHQ_FC_BLEND,0.6075,0,,,,25
7585,Davis Mills,QB,HOU,27.5,313,352,39,57,60,3,284,125,-159,-56,48,DHQ_FC_BLEND,0.3125,0,,,,25
9757,Kendre Miller,RB,NO,23.9,314,310,-4,88,86,-2,276,289,13,4.7,9,DHQ_FC_BLEND,0.7225,0,,,,25
11571,Isaiah Davis,RB,NYJ,24.2,315,314,-1,89,88,-1,270,274,4,1.5,3,DHQ_FC_BLEND,0.685,0,,,,25
9501,DeMario Douglas,WR,NE,25.4,317,333,16,119,130,11,267,206,-61,-22.8,9,DHQ_FC_BLEND,0.515,0,,,,25
12641,Jaylin Lane,WR,WAS,24,318,323,5,120,125,5,265,233,-32,-12.1,-2,DHQ_FC_BLEND,0.5825,0,,,,25
11834,Devaughn Vele,WR,NO,28.4,319,293,-26,121,112,-9,263,360,97,36.9,-23,DHQ_FC_BLEND,0.9,0,,,,25
9479,Darnell Washington,TE,PIT,24.7,320,335,15,53,53,0,255,187,-68,-26.7,50,DHQ_FC_BLEND,0.4675,0,,,,25
11569,Jarquez Hunter,RB,LAR,23.3,321,328,7,90,94,4,251,218,-33,-13.1,14,DHQ_FC_BLEND,0.545,0,,,,25
1479,Keenan Allen,WR,,34,322,330,8,122,128,6,249,211,-38,-15.3,-42,DHQ_FC_BLEND,0.5275,0,,,,25
8119,Jahan Dotson,WR,ATL,26.1,323,317,-6,123,123,0,228,253,25,11,-54,DHQ_FC_BLEND,0.6325,0,,,,25
8188,Tyquan Thornton,WR,KC,25.7,324,341,17,124,134,10,221,155,-66,-29.9,59,DHQ_FC_BLEND,0.3875,0,,,,25
7828,Noah Gray,TE,KC,27,325,340,15,54,54,0,211,155,-56,-26.5,126,DHQ_FC_BLEND,0.3875,0,,,,25
8143,Jerome Ford,RB,WAS,26.6,327,348,21,91,101,10,206,134,-72,-35,33,DHQ_FC_BLEND,0.335,0,,,,25
5906,Dawson Knox,TE,BUF,29.5,328,349,21,55,55,0,197,132,-65,-33,-23,DHQ_FC_BLEND,0.33,0,,,,25
11619,Ja'Lynn Polk,WR,NO,24.1,329,334,5,125,131,6,195,199,4,2.1,10,DHQ_FC_BLEND,0.4975,0,,,,25
9481,Luke Musgrave,TE,GB,25.7,330,356,26,56,56,0,192,122,-70,-36.5,16,DHQ_FC_BLEND,0.305,0,,,,25
1339,Zach Ertz,TE,,35.5,331,299,-32,57,47,-10,185,339,154,83.2,-119,DHQ_FC_BLEND,0.8475,0,,,,25
11256,Tyson Bagent,QB,CHI,25.9,332,365,33,59,63,4,179,99,-80,-44.7,-17,DHQ_FC_BLEND,0.2475,0,,,,25
13322,Sam Roush,TE,CHI,22.7,333,270,-63,58,42,-16,177,521,344,194.4,-497,FC_ROOKIE,1.3025,0,,,,25
11650,Luke McCaffrey,WR,WAS,25.1,334,338,4,126,133,7,177,161,-16,-9,14,DHQ_FC_BLEND,0.4025,0,,,,25
6130,Devin Singletary,RB,NYG,28.7,335,347,12,92,100,8,176,134,-42,-23.9,49,DHQ_FC_BLEND,0.335,0,,,,25
9999,Will Levis,QB,TEN,26.9,336,351,15,60,59,-1,176,126,-50,-28.4,41,DHQ_FC_BLEND,0.315,0,,,,25
12482,Savion Williams,WR,GB,24.4,337,369,32,127,141,14,169,87,-82,-48.5,124,DHQ_FC_BLEND,0.2175,0,,,,25
12486,Dillon Gabriel,QB,CLE,25.4,339,364,25,61,62,1,155,100,-55,-35.5,-34,DHQ_FC_BLEND,0.25,0,,,,25
11199,Emari Demercado,RB,KC,27.3,341,350,9,94,102,8,154,128,-26,-16.9,-10,DHQ_FC_BLEND,0.32,0,,,,25
13394,Josh Cameron,WR,JAX,23.1,343,256,-87,129,103,-26,146,592,446,305.5,-568,FC_ROOKIE,1.48,0,,,,25
13329,Malik Benson,WR,LV,23.5,344,305,-39,130,118,-12,145,310,165,113.8,-244,FC_ROOKIE,0.775,0,,,,25
4144,Jonnu Smith,TE,,30.7,345,361,16,59,59,0,141,109,-32,-22.7,13,DHQ_FC_BLEND,0.2725,0,,,,25
7610,Trey Lance,QB,LAC,26,346,346,0,63,58,-5,135,136,1,0.7,-39,DHQ_FC_BLEND,0.34,0,,,,25
12542,Efton Chism,WR,NE,24.5,347,372,25,131,142,11,133,77,-56,-42.1,14,DHQ_FC_BLEND,0.1925,0,,,,25
8147,John Metchie,WR,CAR,25.8,348,332,-16,132,129,-3,126,206,80,63.5,-53,DHQ_FC_BLEND,0.515,0,,,,25
11579,Audric Estime,RB,NO,22.7,349,336,-13,95,96,1,125,180,55,44,8,DHQ_FC_BLEND,0.45,0,,,,25
7083,Tyler Huntley,QB,BAL,28.3,354,370,16,65,64,-1,108,84,-24,-22.2,-16,DHQ_FC_BLEND,0.21,0,,,,25
10226,Andrei Iosivas,WR,CIN,26.6,355,363,8,133,138,5,107,102,-5,-4.7,-21,DHQ_FC_BLEND,0.255,0,,,,25
10216,Kenny McIntosh,RB,SEA,26.2,356,327,-29,98,93,-5,101,222,121,119.8,-35,DHQ_FC_BLEND,0.555,0,,,,25
11651,Isaac Guerendo,RB,SF,25.9,357,342,-15,99,98,-1,99,149,50,50.5,-58,DHQ_FC_BLEND,0.3725,0,,,,25
9230,Tanner McKee,QB,PHI,26,358,354,-4,66,61,-5,96,124,28,29.2,-18,DHQ_FC_BLEND,0.31,0,,,,25
6149,Darius Slayton,WR,NYG,29.3,359,337,-22,134,132,-2,91,168,77,84.6,-17,DHQ_FC_BLEND,0.42,0,,,,25
12670,KeAndre Lambert-Smith,WR,LAC,24.6,360,345,-15,135,135,0,84,145,61,72.6,-28,DHQ_FC_BLEND,0.3625,0,,,,25
5995,Justice Hill,RB,BAL,28.5,361,359,-2,100,105,5,84,114,30,35.7,-9,DHQ_FC_BLEND,0.285,0,,,,25
7562,Tutu Atwell,WR,MIA,26.6,363,367,4,136,140,4,83,89,6,7.2,-2,DHQ_FC_BLEND,0.2225,0,,,,25
11439,Jaleel McLaughlin,RB,DEN,25.6,364,390,26,101,109,8,83,27,-56,-67.5,83,DHQ_FC_BLEND,0.0675,0,,,,25
11630,Roman Wilson,WR,PIT,24.9,365,376,11,137,144,7,83,63,-20,-24.1,-86,DHQ_FC_BLEND,0.1575,0,,,,25
8135,Treylon Burks,WR,WAS,26.1,366,366,0,138,139,1,82,98,16,19.5,-74,DHQ_FC_BLEND,0.245,0,,,,25
12496,Tai Felton,WR,MIN,23.1,368,385,17,139,151,12,77,43,-34,-44.2,27,DHQ_FC_BLEND,0.1075,0,,,,25
3271,Tyler Higbee,TE,LAR,33.3,369,360,-9,61,58,-3,74,111,37,50,74,DHQ_FC_BLEND,0.2775,0,,,,25
11577,Will Shipley,RB,PHI,23.7,370,381,11,103,107,4,70,53,-17,-24.3,70,DHQ_FC_BLEND,0.1325,0,,,,25
12048,George Holani,RB,SEA,26.4,372,368,-4,104,106,2,62,87,25,40.3,-47,DHQ_FC_BLEND,0.2175,0,,,,25
5857,Noah Fant,TE,NO,28.5,374,387,13,63,61,-2,57,39,-18,-31.6,31,DHQ_FC_BLEND,0.0975,0,,,,25
13392,Jeff Caldwell,WR,KC,,375,285,-90,140,111,-29,56,394,338,603.6,-432,FC_ROOKIE,0.985,0,,,,25
12718,Konata Mumpfield,WR,LAR,23.5,376,395,19,141,155,14,56,11,-45,-80.4,13,DHQ_FC_BLEND,0.0275,0,,,,25
12738,Phil Mafah,RB,DAL,23.5,377,394,17,106,110,4,51,12,-39,-76.5,-12,DHQ_FC_BLEND,0.03,0,,,,25
7670,Joshua Palmer,WR,BUF,26.6,379,386,7,142,152,10,50,41,-9,-18,-3,DHQ_FC_BLEND,0.1025,0,,,,25
10218,Xavier Hutchinson,WR,HOU,25.9,383,379,-4,143,147,4,38,57,19,50,38,DHQ_FC_BLEND,0.1425,0,,,,25
4177,Mack Hollins,WR,NE,32.6,384,378,-6,144,146,2,35,61,26,74.3,-68,DHQ_FC_BLEND,0.1525,0,,,,25
7538,Zach Wilson,QB,NO,26.8,385,375,-10,69,66,-3,31,66,35,112.9,-6,DHQ_FC_BLEND,0.165,0,,,,25
8917,KaVontae Turpin,WR,DAL,29.8,392,382,-10,146,149,3,20,52,32,160,-94,DHQ_FC_BLEND,0.13,0,,,,25
